Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.40974645535857,0.24834344494391,0.242010590101945,0,0,0,52.3239752391313,0.952539519630922,-4.26200364814785E-05,5.36575380324012E-05,3.80199276879049,2.4370448304257E-05,4.07464899613958,0,0,0,0,0,0,package://aircraft_inspection_robot/meshes/base_link.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://aircraft_inspection_robot/meshes/base_link.STL,,robot chassis-1;robot cover-1;robot chassis top front back-1;control box-1;sensor holder-1;bumper-1;robot chassis bottom-2;bumper-2;wheel axle-3;robot chassis-2;wheel axle-4;wheel axle-1;wheel axle-2,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
front_lidar_link,-0.00725496120108809,-0.159524101399661,-5.98196165102483E-08,0,0,0,2.62716823876827,0.0112696941818608,-0.00033780129369249,1.4993857049244E-09,0.00584101301427301,-7.42930015937879E-09,0.0112957202364551,0,0,0,0,0,0,package://aircraft_inspection_robot/meshes/front_lidar_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aircraft_inspection_robot/meshes/front_lidar_link.STL,,lidar sensor-3,Origin_front_lidar_joint,Axis_front_lidar_joint,front_lidar_joint,fixed,0.252189298222892,0.248326110601867,0.129347762825463,-1.57091123434865,0,0,base_link,0,0,0,,,,,,,,,,,,
rear_lidar_link,-0.00725495907227769,-0.159524101502578,-5.98195511736233E-08,0,0,0,2.62716823908889,0.0112696941918823,-0.000337801221774006,1.49990162575632E-09,0.00584101300629532,-7.42946478333022E-09,0.0112957202365325,0,0,0,0,0,0,package://aircraft_inspection_robot/meshes/rear_lidar_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aircraft_inspection_robot/meshes/rear_lidar_link.STL,,lidar sensor-4,Origin_rear_lidar_joint,Axis_rear_lidar_joint,rear_lidar_joint,fixed,-1.07167463581468,0.248325943235427,0.129347754093208,-1.57068141924114,0,3.14159265358979,base_link,0,0,0,,,,,,,,,,,,
front_right_wheel_link,7.69611511519663E-07,-1.70468712881733E-07,0.102621158507274,0,0,0,26.0461976105726,0.285954065616882,7.95282541629767E-07,1.27020782265502E-07,0.28595474175216,-3.78487432157488E-07,0.40415282922357,0,0,0,0,0,0,package://aircraft_inspection_robot/meshes/front_right_wheel_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aircraft_inspection_robot/meshes/front_right_wheel_link.STL,,mecanum wheel-5,Origin_front_right_wheel_joint,Axis_front_right_wheel_joint,front_right_wheel_joint,continuous,-0.117597527933808,-0.0373680425515616,0.10160911911045,-1.57068160265985,-0.0571716575997457,3.14159265358979,base_link,0,0,1,,,,,,,,,,,,
front_left_wheel_link,1.06668829737838E-07,-1.81805510673927E-07,-0.102621158507274,0,0,0,26.0463242126014,0.285954618303477,7.68759858498613E-07,6.28786224972317E-07,0.285955290913927,3.7011482934088E-07,0.404153186322765,0,0,0,0,0,0,package://aircraft_inspection_robot/meshes/front_left_wheel_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aircraft_inspection_robot/meshes/front_left_wheel_link.STL,,Mirrormecanum wheel-5,Origin_front_left_wheel_joint,Axis_front_left_wheel_joint,front_left_wheel_joint,continuous,-0.117597527933808,0.63,0.10160911911045,1.57056878031369,-1.04143176730992,0.000196477434083904,base_link,0,0,1,,,,,,,,,,,,
back_right_wheel_link,8.41577684762562E-08,-1.68242609732694E-07,0.102641039115083,0,0,0,26.0462008072991,0.285954040177974,7.90067012358279E-07,-6.50671063736261E-07,0.285954742544619,-3.69738156013685E-07,0.40415280236699,0,0,0,0,0,0,package://aircraft_inspection_robot/meshes/back_right_wheel_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aircraft_inspection_robot/meshes/back_right_wheel_link.STL,,mecanum wheel-4,Origin_back_right_wheel_joint,Axis_back_right_wheel_joint,back_right_wheel_joint,continuous,-0.701797527935311,-0.0373482051170577,0.101609112969085,1.57064724689163,-0.690734458596981,9.50549862212618E-05,base_link,0,0,1,,,,,,,,,,,,
back_left_wheel_link,1.29034836829356E-07,-2.66555836092586E-06,-0.102621158507274,0,0,0,26.0463122941313,0.285954575528675,7.71478869336928E-07,6.45837128179966E-07,0.285955250948586,7.90647100387111E-07,0.404153156835058,0,0,0,0,0,0,package://aircraft_inspection_robot/meshes/back_left_wheel_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aircraft_inspection_robot/meshes/back_left_wheel_link.STL,,Mirrormecanum wheel-4,Origin_back_left_wheel_joint,Axis_back_left_wheel_joint,back_left_wheel_joint,continuous,-0.701797527935311,0.63,0.101609112969085,1.56727528936655,-1.5381898923507,0.00352290998991109,base_link,0,0,1,,,,,,,,,,,,
arm_base_link,-1.64295967997052E-07,0.231013183516839,0.049503043395059,0,0,0,49.4633477448353,1.41939380135235,-8.90881223634171E-07,9.56220690256119E-07,1.27036787158441,-0.0880230019550541,0.931256676518883,0,0,0,0,0,0,package://aircraft_inspection_robot/meshes/arm_base_link.STL,1,1,1,1,0,0,0,0,0,0,package://aircraft_inspection_robot/meshes/arm_base_link.STL,,robot arm-1/arm base 2-1,Origin_arm_base_joint,Axis_arm_base_joint,arm_base_joint,continuous,-0.409742672306299,0.248387046108564,0.660376290839812,1.57079632680359,0.000114907553872355,1.57079640245869,base_link,0,1,0,,,,,,,,,,,,
arm_link_1,-0.0372792279944005,0.426695142555641,-0.479484473911662,0,0,0,45.531535202482,5.83147761609791,0.464362340696364,0.0181479436428272,0.557025555450064,-0.207714622846255,5.66378782226248,0,0,0,0,0,0,package://aircraft_inspection_robot/meshes/arm_link_1.STL,1,1,1,1,0,0,0,0,0,0,package://aircraft_inspection_robot/meshes/arm_link_1.STL,,robot arm-1/arm link 1-3,Joint_1_coord,Joint_1_axis,arm_link_1_joint,continuous,0,0.266699994442256,-0.0254000017630377,-3.14159264700432,0,-3.05444635463409,arm_base_link,0,0,-1,,,,,,,,,,,,
arm_link_2,-0.0372794216662831,-0.426695125634995,0.155515526088335,0,0,0,45.5315352024768,5.83147818820347,-0.464359091558048,0.0181471140196324,0.557024983344353,0.207714695328513,5.66378782226227,0,0,0,0,0,0,package://aircraft_inspection_robot/meshes/arm_link_2.STL,1,1,1,1,0,0,0,0,0,0,package://aircraft_inspection_robot/meshes/arm_link_2.STL,,robot arm-1/arm link 2-3,Joint_2_coord,Joint_2_axis,arm_link_2_joint,continuous,-0.069638,0.79706,0,-3.1416,0,0,arm_link_1,0,0,-1,,,,,,,,,,,,
